normal,latter-only,former-only,exclude_particle,exclude_negation,exclude_mo,exclude_koso,exclude_iru_aru_oku,exclude_ha_and_ga,exclude_function_words,exclude_content_words,exclude_connectives,convert_content_words_to_dummy,convert_connectives_to_dummy,convert_all_words_to_dummy,id,前件,接続表現,後件
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,357_whitepaper_H28_kotsuanzen1,児童が遊び,ながら,交通知識等を体得できるような各種の施設を設置した交通公園は，全国で開設されており，一般の利用に供されている。
True,True,False,False,True,True,True,False,False,False,False,True,False,True,False,35_aozora_Hisao-1939,なかなか、二人の娘のひきたて役ぐらいの,ところ,ではなかろうとおもわれる。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,366_whitepaper_H28_shinrinringyo2,松くい虫被害の拡大を防止するため、林野庁では都府県と連携し,ながら,、公益的機能の高いマツ林等を対象として、薬剤散布や樹幹注入等の予防対策と被害木の伐倒くん蒸等の駆除対策を併せて実施している。
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,368_aozora_Hori-1969,少なくともこのときお前はお前自身のことよりか私のことを、――それから私が打ちのめされながらじっとそれを耐えている、見るにも見かねるような様子を半ば気づかい,ながら,、半ば苦々しく思いながら一人で想像していたろうことは考えられる。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,370_fiction_sakurasakuanobashode,そう言い,ながら,、大家さんは立ち上がる。
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,370_textbook_djg_advanced;page_426,外国に居,ながら,にして日本からの生のテレビ放送が見られるようになった。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,375_aozora_Miyazawa-1934,悦治がそれをくぐろうとしますと、嘉助が、「おらこったなものはずせだぞ。」と言い,ながら,片っぽうのはじをぬいて下におろしましたのでみんなはそれをはね越えて中にはいりました。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,382_fiction_sakurasakuanobashode,修一はその声を聞き,ながら,部屋を出た。
True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,386_aozora_Hori-1969,私の好んで行った山よりの落葉松林は、ときおり林の切れ目から薄赤い穂を出した芒の向うに浅間の鮮やかな山肌をのぞかせ,ながら,、何処までも真直に続いていた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,389_whitepaper_R1_gaiko_11,2018年4月に開催された日本での会議は、日本政府、経済団体、関連企業等多方面から支援を得,ながら,11年ぶりに東京で開催され、200人以上の方々が出席しました。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,38_aozora_Kaneko-1984,そうしたとき母は従順に父の衣類を壁の釘にかけたりなんかしていたが、袂の中からお菓子の空袋や蜜柑の皮などを取出して、恨めしそうに眺め,ながら,いうのだった。
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3_fiction_mirai_e_no_okurimono,21世紀に発明されたAIが第5世代に入り、人は生まれ,ながら,にして脳にチップを埋められた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,403_fiction_sakurasakuanobashode,修一は春の桜の匂いが混じった風を感じ,ながら,つぶやいた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,426_aozora_Oda-1976-3,眼の中のコロコロとした痛みを我慢し,ながら,、一方で女の手の触感をたのしむなんて、思えばわれながら噴き出したくなるようなものだったが、もともと気のすすまぬ旅行だ、それぐらいはしてもいいだろうと、春隆は思ったのである。
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,448_aozora_Oda-1976-3,「さんざん見せつけたのじゃないの。おごる代りに資本を出しなさいよ。ね。気を利かせっぱなしじゃ、合わないわよ」という科白を用意し,ながら,、露子はわざわざ貴子と春隆を二人並ばせて、自分は別の座席へ遠慮したのである。
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,44_aozora_Koyama-1955-2,はじめてその人の前に出て二、三の受け答えをし,つつ,、この人に看てもらうのだなという感じを持った。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,44_whitepaper_R1_gaiko_10,日本は責任ある大国として、引き続き国際協力事業関係者の安全を確保し,ながら,、国際社会の平和と安定及び繁栄に積極的に貢献していく。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,45_aozora_Perrault-1950,いけないというものは、とかく見たいのが、人間のくせですから、そのうちいよいよ、がまんがしきれなくなってくると、この奥（おく）がたは、もうお客にたいして、失礼（しつれい）のなんのということを、おもってはいられなくなって、ひとりそっと裏（うら）ばしごをおりて、二ども三ども、首の骨がおれたかとおもうほど、はげしく、柱や梁（はり）にぶつかり,ながら,、むちゅうでかけ出して行きました。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,46_diet_kaigiroku-11,かかる観点から、第一次石油危機から二十年を経た今日、エネルギー政策全般の再構築を図り、地球環境問題の顕在化に対応し,つつ,、エネルギーの安定的かつ効率的な供給の確保に努めてまいります。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,46_fiction_automatic-1,背中を丸め,ながら,、裏通りを当てもなく前方に進み続けた。
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,476_fiction_munashisanoshotai,1人で帰り,ながら,そのことに気づいてしまった。
True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,479_textbook_djg_intermediate;page_543,彼女は夫の無罪を信じ,つつ,息を引き取った。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,480_textbook_djg_intermediate;page_543,たばこは体によくないと分かり,つつ,なかなかやめられない。
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,499_bible_ot;b.NUM.14.23,わたしの栄光と、わたしがエジプトと荒野で行ったしるしを見,ながら,、このように十度もわたしを試みて、わたしの声に聞きしたがわなかった人々はひとりも、わたしがかつて彼らの先祖たちに与えると誓った地を見ないであろう。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,49_aozora_Chiri-1955-7,最初にこのぼろの着物を身につけた東風の神が、舞い,ながら,祭場に出て来ます。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,501_aozora_Hori-1969,私は思わず生き生きした微笑をし,ながら,黙っていた。
True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,507_aozora_Hori-1969,私はちょっと意外な問いに戸惑いし,ながら,、お前の方へ徐かに目をもっていった。
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,507_aozora_Koyama-1955-1,仔どもがそろって互いにもぐりっこをし,ながら,、メリーの乳房にとりついているところは、なんとも云えず可愛い。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,508_aozora_Andersen-1967-2,まだ、お日さまののぼらないころ、人魚のお姫さまは、王子のお城を見あげ,ながら,、りっぱな大理石の階段の上にのぼりました。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,516_essay_Hepburn_no_shoogai_to_nihongo2,Ｗ・Ｅ・グリフィスは、任期満了で帰国して以来、「Hepburn_of_Japan」を執筆し,つつ,、ニューヨークやフィラデルフィアから、ヘボンにも、その弟スレーターにも、質問を寄せ続け、しきりに「ヘボンをめぐる人々」と文通していた。
True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,51_fiction_kemonofriends2_R2,キュルルは今更,ながら,思い出すのだった。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,528_aozora_Oda-1976-3,章三はその女の顔をじっと見つめ,ながら,、そう思った。
False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,53_essay_Hepburn_no_shoogai_to_nihongo2,幕府は安政年間、条約国に対して「既に踏絵の制度は廃せり」と声明を出していたが、ヘボンが肥後出身者から聞いた,ところ,では、その後も九州で実施されていた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,545_whitepaper_H26_kodomowakamono2,第1回の懇談会には，安倍総理大臣が出席し，壁にぶつかった経験がある若者などをしっかり生かしていく，全員が参加することによって日本は活力を取り戻していくことができること，「再チャレンジ懇談会」での意見を踏まえ,ながら,関連施策の推進に努めていきたい旨の発言がなされた。
True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,549_aozora_Hori-1969,心と心とはいつか自分自分の奥深くに引込ませてしまい,ながら,……
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,54_news_KAHOKU_82;K201402060A0T10XX00001,多賀城市は、市域の３分の１が津波で浸水し,ながら,も現地再建を決断した。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,551_aozora_Umezaki-1966,ふらふら立ち,ながら,、雨戸をあけ放った。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,568_aozora_Umezaki-1966,私は不味い莨をふかし,ながら,、煙が空気の中に消えて行くのをじっと見ていた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,576_aozora_Hori-1969,――それよりか、お前の顔を見てから、こちらが自分をすっかり無くして、なんの心用意もせずにお前に立ち向い,ながら,、その場で自分に浮んでくることをそのまま云った方がお前の心を動かすことが云えるのではないかと考えた。
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,57_whitepaper_shohi4_2018,消費者庁では、関係機関と連携し,つつ,、特定商取引法の表示義務に違反しているおそれのある危険ドラッグの通信販売サイトに対し、適切な措置を講ずるとともに、関係機関に対する情報提供を行い、消費者保護を十分に確保するよう努めています。
False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,591_bible_ot;b.NUM.16.30,しかし、主が新しい事をされ、地が口を開いて、これらの人々と、それに属する者とを、ことごとくのみつくして、生き,ながら,陰府に下らせられるならば、あなたがたはこれらの人々が、主を侮ったのであることを知らなければならない」。
True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,595_aozora_Hori-1969,私はそう心のなかで、思わず母に呼びかけては、何遍もその手帳を中途で手放そうと思い,ながら,、やっぱり最後まで読んでしまった。
True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,599_aozora_Hori-1969,ただそのときの丸木の腰かけだけが半ば毀れ,ながら,まだ元の場所に残っていた。
False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,59_aozora_Kishida-1950,これを即興というのだが、この即興のできる訓練は劇をやるうえに大切で、人間である以上、どんなにおぼえたつもりでも忘れることがあり、どんなに練習をしても、とっさに手違いができることもあるのだから、そこを、ただいいかげんにごまかすのではなく、劇の面白さをへらさぬように、そくざの機転で、たくみに補うことは、これまた、劇の劇らしい,ところ,である。
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5_law_h15A119;4_1_1,この法律は、高度情報通信社会の進展に伴い個人情報の利用が著しく拡大していることにかんがみ、個人情報の適正な取扱いに関し、基本理念及び政府による基本方針の作成その他の個人情報の保護に関する施策の基本となる事項を定め、国及び地方公共団体の責務等を明らかにするとともに、個人情報を取り扱う事業者の遵守すべき義務等を定めることにより、個人情報の有用性に配慮し,つつ,、個人の権利利益を保護することを目的とする。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,616_aozora_Natsume-1908,豚はぐうと云い,ながら,、ころりと引っ繰り返って、絶壁の下へ落ちて行った。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,652_whitepaper_shohi4_2018,また、消費者庁において推進会議の意見を聴き,ながら,、関係府省庁と連携しつつ、高校生向け消費者教育教材「社会への扉」を2017年３月までに作成し、４月以降に配布を開始しました。
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,666_aozora_Miyazawa-1934,すると耕助はうらめしそうにしばらくだまって三郎の顔を見,ながら,、「うあい又三郎、汝などあ世界になくてもいいなあ。」
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,66_whitepaper_H20_kokuminseikatsu2,幸福度に関する分析によって、統計学的に、ストレスがない人はある人より幸福であるということが分かったが、現代社会はストレス社会とも言われるように、多くの人がストレスにさらされ,ながら,生活を送っている。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,66_whitepaper_H28_shinrinringyo2,これらの計画では、「全国森林計画」に即しつつ、地域の特性を踏まえ,ながら,、森林の整備及び保全の目標並びに森林の区域（ゾーニング）及び伐採等の施業方法の考え方を提示している。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,68_aozora_Kobayashi-1929,その横に仰向けにひっくり返って、林檎を食い,ながら,、表紙のボロボロした講談雑誌を見ているのがいた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,693_fiction_sakurasakuanobashode,不意に開いた扉の方を向き,ながら,発した言葉が思わず、裏返ってしまう修一。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,694_aozora_Andersen-1967-2,それでも、お姫さまは、ほほえみを浮べ,ながら,、踊りつづけるのでした。
True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,6_book_excerpt-26,やれやれどうしよう、と思いながらも居心地の良いバラナシを去る気にもなれず、汽車の切符を買う大変さを考えてはやはり腰が上がらず、あと二、三日と思い,つつ,ずるずると居着いてしまっていたのだ。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6_essay_manabi28_Kijima2004summer,私たちの身近にあり,ながら,あまり研究されていない動物なのです。
False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,6_news_KAHOKU_303;K201401010W5XP4XX00001,東北に拠点を置き,ながら,、全国的に活躍する３人の文化人、アーティストに、故郷への熱い思いや、その魅力を語ってもらった。
True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,70_aozora_Dazai-1-1940,家の西北の隅に、異様に醜怪の、不浄のものが、とぐろを巻いてひそんで在るようで、机に向って仕事をしてい,ながら,も、どうも、潔白の精進が、できないような不安な、うしろ髪ひかれる思いで、やりきれないのである。
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,750_aozora_Oda-1976-1,そして男を利用し,ながら,、男を敵と考えて来た。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,758_aozora_Miyazawa-1934,「おれそれであ、あの木の上がら落とすがらな。」と一郎は言い,ながら,崖の中ごろから出ているさいかちの木へするするのぼって行きました。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,762_aozora_Oda-1976-3,そして、おなかの子に障ることを忘れて、傘も持たず、びしょ濡れの体をなお雨の鞭に任せ,ながら,、うらぶれて歩いているそんな芳子の姿を、グッドモーニングの銀ちゃんは人力車の上から見た途端、はっと胸を突かれて、同じ人力車に相乗りしている坂野の手前がもしなかったとすれば、呼びとめたい程のなつかしさにしびれ、もはや芳子のあわれさは、芳子が持っているどんな女のいやらしさも、銀ちゃんの心から消してしまっていた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,767_whitepaper_R1_gaiko_2,11月の日・ASEAN首脳会議では、安倍総理大臣から、2013年に約束した「5年で2兆円の対ASEAN支援」を上回る支援を実施したことに言及しつつ、今後もASEANの一体性と中心性を尊重し,ながら,、民間投資を後押しし、国際スタンダードにのっとった質の高いインフラを推進すると発言した。
True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,773_fiction_onna_to_senso,石光真清の記録『昿野の花』などによると、彼女たちは故国から棄てられた形で暮らし,ながら,日本の軍事探偵に協力し、彼女たちのもたらした情報は日露戦争に役立ったといわれる。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,77_aozora_Akutagawa-1922,トロッコは三人が乗り移ると同時に、蜜柑畑の匂（におい）を煽（あお）り,ながら,、ひた辷（すべ）りに線路を走り出した。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,782_whitepaper_shohi4_2018,食育基本法（平成17年法律第63号）及び「第３次食育推進基本計画」（2016年３月食育推進会議決定）に基づき、関係府省等が連携し,つつ,、家庭、学校、地域等において国民運動として食育を推進しています。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,785_textbook_purple_intermediate;page_237,時々、後ろを振り返り,ながら,、歩いた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,789_whitepaper_R1_gaiko_9,年次総会に主賓として出席した河野外務大臣及び山下法務大臣は、AALCOが国際法の発展において貢献してきたことを振り返り,ながら,、日本がAALCO設立以来積極的に関与してきたことを述べました。
True,False,True,True,True,True,True,True,True,True,False,True,False,True,False,798_aozora_Oda-1976-2,電話が掛かることを承知してい,ながら,、わざと「女の子」と出てしまうなんて、ばかにされたような気がした。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7_essay_tosanikki_20190406,私たちは地球の自転・公転運動によってらせんを描き,ながら,太陽のまわりを疾走していることになります。
True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,80_diet_kaigiroku-12,演説が終わりました,ところ,で、動議により、国務大臣の演説に対する質疑は延期し、来る三十日に行うことを決定していただきます。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,812_whitepaper_shohi4_2018,経済産業省では、2016年度、学識経験者、有識者、事業者、消費者団体、マスコミなど、幅広い関係者を構成員とし、2030年頃の消費経済市場を見据え,つつ,、消費者意識の変化、より一層の消費者理解やそれに伴う企業経営の在り方、消費者起点のイノベーション等について検討を行う「消費インテリジェンス研究会」を年度内に５回開催し、2017年３月に報告書を取りまとめました。
False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,826_fiction_onna_to_senso,生きのびた人々は飢えに苦しんで草をたべ、馬の足跡にたまった泥水をのみ、やぶ蚊や虱に悩まされ、襲撃につぐ襲撃におびえ,ながら,終戦を知らずに逃避行を続けた。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,82_whitepaper_H28_shinrinringyo1,その一方、主伐後の再造林の事業量が増加していく中、「伐採と造林の一貫作業システム」により効率化を図り,ながら,年間を通じて再造林を実施していくためには、植栽適期を拡大していくための技術が必要となる。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,834_aozora_Umezaki-1966,香のにおいを強く感じ,ながら,眼をつむって手を合せた。
True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,854_aozora_Oda-1976-3,女の体は十六の歳から知ってい,ながら,、恋は一度もしなかった京吉にとって、ただ一人ひそかに陽子へ抱いているなつかしさは、もはや恋心といってもよかった。
False,True,True,False,False,True,True,True,True,True,True,False,True,False,False,85_aozora_Miyamoto-1925,私は困ったと思い,ながら,、それなり祖母の埋骨式に旅立ったのであった。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,860_whitepaper_H27_akita_kankyo1,なお、一般廃棄物の保管や収集運搬、処分に係る行政処分は市町村の権限となっていますが、県でも協力・連携し,ながら,適正処理の確保に努めています。
False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,873_textbook_kisonihongo;page_159,働き,ながら,の勉学は困難を極めた。
True,False,True,False,False,True,True,True,True,False,False,True,True,True,False,88_aozora_Joyce-1914,というのもいつものこと,ながら,一週間分のタバコのしみがついて黒くなった赤いハンカチで落ちた粒を払いのけようとしてもまったく効果がなかったからだ。
True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,88_fiction_SAINT-EXUPERY-1943,僕の住んでいる,ところ,では、なんでもみんな小さいんだよ。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,89_news_KAHOKU_34;K201404110A0T30XX00001,窓の外を白いものがうねり,ながら,、通り過ぎました。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,90_fiction_sakurasakuanobashode,修一は、出来るだけ元気な声を出し,ながら,玄関に入った。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,91_aozora_Andersen-1967-1,「いいかい、世の中って、こんなものなんだよ」と、アヒルの子供たちのおかあさんは、言い,ながら,、自分も、くちばしをピチャピチャやりました。
True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,96_news_KAHOKU_34;K201404110A0T30XX00001,気が付くと、がれきに囲まれ,ながら,も息ができる状態でした。
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,997_whitepaper_shohi4_2018,これに伴い、個人情報の保護と効果的な活用のバランスを図り,ながら,、個人情報の適正な取扱いを確保するため、各主務大臣が行使していた監督権限を個人情報保護委員会が一元的に所掌することとなりました。
False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,99_fiction_kanojotachino_Christmas,父が僅《わずか》か,ながら,生活費を送ってくれた。
