experiment type,id,input_text,connective,true_label,true_label_text,predicted_label,predicted_label_text,is_correct,前件,接続表現,後件
exclude_iru_aru_oku,21_essay_tosanikki_20160903,やがて月の距離が現在の約１．５倍、公転・自転の周期が約４０日になったところで変化が止まると考えられてます。,ところ,2,時間,3,場所,False,やがて月の距離が現在の約１．５倍、公転・自転の周期が約４０日になった,ところ,で変化が止まると考えられています。
exclude_iru_aru_oku,88_fiction_SAINT-EXUPERY-1943,僕の住んでところでは、なんでもみんな小さいんだよ。,ところ,3,場所,3,場所,True,僕の住んでいる,ところ,では、なんでもみんな小さいんだよ。
exclude_iru_aru_oku,80_diet_kaigiroku-12,演説が終わりましたところで、動議により、国務大臣の演説に対する質疑は延期し、来る三十日に行うことを決定していただきます。,ところ,2,時間,2,時間,True,演説が終わりました,ところ,で、動議により、国務大臣の演説に対する質疑は延期し、来る三十日に行うことを決定していただきます。
exclude_iru_aru_oku,35_aozora_Hisao-1939,なかなか、二人の娘のひきたて役ぐらいのところではなかろうとおもわれる。,ところ,4,その他,2,時間,False,なかなか、二人の娘のひきたて役ぐらいの,ところ,ではなかろうとおもわれる。
exclude_iru_aru_oku,162_fiction_munashisanoshotai,しかもそれを聞いたところで全く疑念は解消されない。,ところ,0,逆接・譲歩,0,逆接・譲歩,True,しかもそれを聞いた,ところ,で全く疑念は解消されない。
exclude_iru_aru_oku,129_textbook_djg_advanced;page_142,この問題をいまさら議論したところで無意味でしょう。,ところ,0,逆接・譲歩,0,逆接・譲歩,True,この問題をいまさら議論した,ところ,で無意味でしょう。
exclude_iru_aru_oku,59_aozora_Kishida-1950,これを即興というのだが、この即興のできる訓練は劇をやるうえに大切で、人間で以上、どんなにおぼえたつもりでも忘れることが、どんなに練習をしても、とっさに手違いができることものだから、そこを、ただいいかげんにごまかすのではなく、劇の面白さをへらさぬように、そくざの機転で、たくみに補うことは、これまた、劇の劇らしいところで。,ところ,4,その他,4,その他,True,これを即興というのだが、この即興のできる訓練は劇をやるうえに大切で、人間である以上、どんなにおぼえたつもりでも忘れることがあり、どんなに練習をしても、とっさに手違いができることもあるのだから、そこを、ただいいかげんにごまかすのではなく、劇の面白さをへらさぬように、そくざの機転で、たくみに補うことは、これまた、劇の劇らしい,ところ,である。
exclude_iru_aru_oku,106_aozora_Hisao-1939,三十を三つも越してのに、なにをするでもなくのらくらとこんなところで日を送って。,ところ,3,場所,3,場所,True,三十を三つも越しているのに、なにをするでもなくのらくらとこんな,ところ,で日を送っている。
exclude_iru_aru_oku,14_essay_tosanikki_20170401,タヒチでは、ゴーギャンの有名な「我々はどこから来たのか、我々は何者か、我々はどこへ行くのか」の複製画とともに、この題名をいろいろなところで目にしました。,ところ,3,場所,3,場所,True,タヒチでは、ゴーギャンの有名な「我々はどこから来たのか、我々は何者か、我々はどこへ行くのか」の複製画とともに、この題名をいろいろな,ところ,で目にしました。
exclude_iru_aru_oku,22_essay_tosanikki_20190202,私の目には、晩年をオリオン座で過ごそうと旅してきたように見えますが、もしさらに１００万年長生きしたとすると、オリオン座を通り過ぎたところで漂泊の人生を終わることになります。,ところ,3,場所,3,場所,True,私の目には、晩年をオリオン座で過ごそうと旅してきたように見えますが、もしさらに１００万年長生きしたとすると、オリオン座を通り過ぎた,ところ,で漂泊の人生を終わることになります。
exclude_iru_aru_oku,53_essay_Hepburn_no_shoogai_to_nihongo2,幕府は安政年間、条約国に対して「既に踏絵の制度は廃せり」と声明を出してたが、ヘボンが肥後出身者から聞いたところでは、その後も九州で実施されてた。,ところ,4,その他,3,場所,False,幕府は安政年間、条約国に対して「既に踏絵の制度は廃せり」と声明を出していたが、ヘボンが肥後出身者から聞いた,ところ,では、その後も九州で実施されていた。
exclude_iru_aru_oku,10_essay_crossover27_IharaOct2015,前回、ダ・ヴィンチの交通機関体系の創造に触れたのも、船舶活用の可能性から水上交通を基軸にしつつも、陸上、空中へのデザインを展開したモーティブフォースが大航海にたのではないかと推測したからです。,つつ,0,逆接・譲歩,0,逆接・譲歩,True,前回、ダ・ヴィンチの交通機関体系の創造に触れたのも、船舶活用の可能性から水上交通を基軸にし,つつ,も、陸上、空中へのデザインを展開したモーティブフォースが大航海にあったのではないかと推測したからです。
exclude_iru_aru_oku,146_wikipedia_KYOTO_12;CLT_00005;218,ゆっくりと慎重に音程を変更するところから、具合を測りつつ物事を進めるさまを表す。,つつ,0,逆接・譲歩,1,同時進行,False,ゆっくりと慎重に音程を変更するところから、具合を測り,つつ,物事を進めるさまを表す。
exclude_iru_aru_oku,480_textbook_djg_intermediate;page_543,たばこは体によくないと分かりつつなかなかやめられない。,つつ,0,逆接・譲歩,0,逆接・譲歩,True,たばこは体によくないと分かり,つつ,なかなかやめられない。
exclude_iru_aru_oku,782_whitepaper_shohi4_2018,食育基本法（平成17年法律第63号）及び「第３次食育推進基本計画」（2016年３月食育推進会議決定）に基づき、関係府省等が連携しつつ、家庭、学校、地域等において国民運動として食育を推進してます。,つつ,1,同時進行,1,同時進行,True,食育基本法（平成17年法律第63号）及び「第３次食育推進基本計画」（2016年３月食育推進会議決定）に基づき、関係府省等が連携し,つつ,、家庭、学校、地域等において国民運動として食育を推進しています。
exclude_iru_aru_oku,812_whitepaper_shohi4_2018,経済産業省では、2016年度、学識経験者、有識者、事業者、消費者団体、マスコミなど、幅広い関係者を構成員とし、2030年頃の消費経済市場を見据えつつ、消費者意識の変化、より一層の消費者理解やそれに伴う企業経営の方、消費者起点のイノベーション等について検討を行う「消費インテリジェンス研究会」を年度内に５回開催し、2017年３月に報告書を取りまとめました。,つつ,1,同時進行,1,同時進行,True,経済産業省では、2016年度、学識経験者、有識者、事業者、消費者団体、マスコミなど、幅広い関係者を構成員とし、2030年頃の消費経済市場を見据え,つつ,、消費者意識の変化、より一層の消費者理解やそれに伴う企業経営の在り方、消費者起点のイノベーション等について検討を行う「消費インテリジェンス研究会」を年度内に５回開催し、2017年３月に報告書を取りまとめました。
exclude_iru_aru_oku,57_whitepaper_shohi4_2018,消費者庁では、関係機関と連携しつつ、特定商取引法の表示義務に違反しておそれの危険ドラッグの通信販売サイトに対し、適切な措置を講ずるとともに、関係機関に対する情報提供を行い、消費者保護を十分に確保するよう努めてます。,つつ,1,同時進行,1,同時進行,True,消費者庁では、関係機関と連携し,つつ,、特定商取引法の表示義務に違反しているおそれのある危険ドラッグの通信販売サイトに対し、適切な措置を講ずるとともに、関係機関に対する情報提供を行い、消費者保護を十分に確保するよう努めています。
exclude_iru_aru_oku,27_news_KAHOKU_184;K201406140A0T10XX00001,東北大大学院工学研究科の風間基樹教授（地盤工学・地震工学）は「行政が作る防災マップを参考にしつつも、普段から地域の地形的特性を把握して、非常時の対策を考える必要が」と指摘する。,つつ,1,同時進行,0,逆接・譲歩,False,東北大大学院工学研究科の風間基樹教授（地盤工学・地震工学）は「行政が作る防災マップを参考にし,つつ,も、普段から地域の地形的特性を把握して、非常時の対策を考える必要がある」と指摘する。
exclude_iru_aru_oku,312_whitepaper_H28_kotsuanzen1,ア地域住民等の意見要望等を十分に踏まえつつ，駐車規制の点検・見直しを実施するとともに，物流の必要性や自動二輪車の駐車需要等にも配慮し，地域の交通実態等に応じた規制の緩和を行うなど，きめ細かな駐車規制を推進した。,つつ,1,同時進行,1,同時進行,True,ア地域住民等の意見要望等を十分に踏まえ,つつ,，駐車規制の点検・見直しを実施するとともに，物流の必要性や自動二輪車の駐車需要等にも配慮し，地域の交通実態等に応じた規制の緩和を行うなど，きめ細かな駐車規制を推進した。
exclude_iru_aru_oku,278_whitepaper_R1_gaiko_2,安定的に党・政権を運営するためには、一定の経済成長を確保しつつ国内外の各種課題に対応する必要が、今後の経済財政政策の動向が注目される。,つつ,1,同時進行,1,同時進行,True,安定的に党・政権を運営するためには、一定の経済成長を確保し,つつ,国内外の各種課題に対応する必要があり、今後の経済財政政策の動向が注目される。
exclude_iru_aru_oku,122_whitepaper_R2_bousai_5,このような状況に鑑み、関係自治体の要望等も踏まえつつ、この問題の終局的な解決策が検討され、与野党調整の結果、以下の7点を柱として議員立法により災害弔慰金法が改正された（令和元年6月7日公布、8月1日施行）。,つつ,1,同時進行,1,同時進行,True,このような状況に鑑み、関係自治体の要望等も踏まえ,つつ,、この問題の終局的な解決策が検討され、与野党調整の結果、以下の7点を柱として議員立法により災害弔慰金法が改正された（令和元年6月7日公布、8月1日施行）。
exclude_iru_aru_oku,46_diet_kaigiroku-11,かかる観点から、第一次石油危機から二十年を経た今日、エネルギー政策全般の再構築を図り、地球環境問題の顕在化に対応しつつ、エネルギーの安定的かつ効率的な供給の確保に努めてまいります。,つつ,1,同時進行,1,同時進行,True,かかる観点から、第一次石油危機から二十年を経た今日、エネルギー政策全般の再構築を図り、地球環境問題の顕在化に対応し,つつ,、エネルギーの安定的かつ効率的な供給の確保に努めてまいります。
exclude_iru_aru_oku,115_whitepaper_shohi4_2018,また、国民生活センターでは、人の生命・身体等に重大な影響を及ぼす商品や品質・表示等に問題の商品について、消費者被害の救済や未然防止・拡大防止のために、消費者の使用実態を考慮しつつ科学的に信頼性の高い商品テストを実施してます。,つつ,1,同時進行,1,同時進行,True,また、国民生活センターでは、人の生命・身体等に重大な影響を及ぼす商品や品質・表示等に問題のある商品について、消費者被害の救済や未然防止・拡大防止のために、消費者の使用実態を考慮し,つつ,科学的に信頼性の高い商品テストを実施しています。
exclude_iru_aru_oku,5_law_h15A119;4_1_1,この法律は、高度情報通信社会の進展に伴い個人情報の利用が著しく拡大してことにかんがみ、個人情報の適正な取扱いに関し、基本理念及び政府による基本方針の作成その他の個人情報の保護に関する施策の基本となる事項を定め、国及び地方公共団体の責務等を明らかにするとともに、個人情報を取り扱う事業者の遵守すべき義務等を定めることにより、個人情報の有用性に配慮しつつ、個人の権利利益を保護することを目的とする。,つつ,0,逆接・譲歩,1,同時進行,False,この法律は、高度情報通信社会の進展に伴い個人情報の利用が著しく拡大していることにかんがみ、個人情報の適正な取扱いに関し、基本理念及び政府による基本方針の作成その他の個人情報の保護に関する施策の基本となる事項を定め、国及び地方公共団体の責務等を明らかにするとともに、個人情報を取り扱う事業者の遵守すべき義務等を定めることにより、個人情報の有用性に配慮し,つつ,、個人の権利利益を保護することを目的とする。
exclude_iru_aru_oku,215_whitepaper_H28_kotsuanzen1,社会資本整備重点計画に即して，都道府県公安委員会及び道路管理者が連携し，交通事故実態の調査・分析を行いつつ，重点的，効果的かつ効率的に歩道や信号機の整備を始めとした交通安全施設等整備事業を推進することにより，道路交通環境を改善し，交通事故の防止と交通の円滑化を図った。,つつ,1,同時進行,1,同時進行,True,社会資本整備重点計画に即して，都道府県公安委員会及び道路管理者が連携し，交通事故実態の調査・分析を行い,つつ,，重点的，効果的かつ効率的に歩道や信号機の整備を始めとした交通安全施設等整備事業を推進することにより，道路交通環境を改善し，交通事故の防止と交通の円滑化を図った。
exclude_iru_aru_oku,29_news_KAHOKU_513,各地の伝説を受け止めつつ、大嶽丸の姿を見つめ直そうと南方の住民ら約２０人が集まった。,つつ,1,同時進行,1,同時進行,True,各地の伝説を受け止め,つつ,、大嶽丸の姿を見つめ直そうと南方の住民ら約２０人が集まった。
exclude_iru_aru_oku,31_whitepaper_R1_gaiko_9,さらに、普天間飛行場の移設や在沖縄海兵隊約9，000人のグアム等への国外移転を始めとする在日米軍再編についても、在日米軍の抑止力を維持しつつ、沖縄を始めとする地元の負担を軽減するため、日米で緊密に連携して取り組んできて。,つつ,0,逆接・譲歩,1,同時進行,False,"さらに、普天間飛行場の移設や在沖縄海兵隊約9,000人のグアム等への国外移転を始めとする在日米軍再編についても、在日米軍の抑止力を維持し",つつ,、沖縄を始めとする地元の負担を軽減するため、日米で緊密に連携して取り組んできている。
exclude_iru_aru_oku,206_whitepaper_H28_kotsuanzen1,ウ道路の機能と沿道の土地利用を含めた道路の利用実態との調和を図ることが交通の安全の確保に資することから，交通流の実態を踏まえつつ，沿道からのアクセスを考慮した副道等の整備，植樹帯の設置，路上駐停車対策等を推進した。,つつ,1,同時進行,1,同時進行,True,ウ道路の機能と沿道の土地利用を含めた道路の利用実態との調和を図ることが交通の安全の確保に資することから，交通流の実態を踏まえ,つつ,，沿道からのアクセスを考慮した副道等の整備，植樹帯の設置，路上駐停車対策等を推進した。
exclude_iru_aru_oku,276_whitepaper_shohi3_2018,第３期消費者基本計画では、消費者一人一人が、個々の消費者の特性や消費生活の多様性を相互に尊重しつつ、自らの消費行動が将来の社会経済情勢や地球環境に影響を及ぼすことを自覚し、公正で持続可能な社会の形成に積極的に参画する社会を目指すことが求められてます。,つつ,0,逆接・譲歩,1,同時進行,False,第３期消費者基本計画では、消費者一人一人が、個々の消費者の特性や消費生活の多様性を相互に尊重し,つつ,、自らの消費行動が将来の社会経済情勢や地球環境に影響を及ぼすことを自覚し、公正で持続可能な社会の形成に積極的に参画する社会を目指すことが求められています。
exclude_iru_aru_oku,19_essay_manabi72_Kuroda2015summer,従って、イスラームの理念性を念頭につつも、ムスリムたちの歴史は大いに可変的で、事実、時代時代で否定しがたい変容をこうむってきたことに注目すべきだと思います。,つつ,0,逆接・譲歩,0,逆接・譲歩,True,従って、イスラームの理念性を念頭に置き,つつ,も、ムスリムたちの歴史は大いに可変的で、事実、時代時代で否定しがたい変容をこうむってきたことに注目すべきだと思います。
exclude_iru_aru_oku,44_aozora_Koyama-1955-2,はじめてその人の前に出て二、三の受け答えをしつつ、この人に看てもらうのだなという感じを持った。,つつ,1,同時進行,1,同時進行,True,はじめてその人の前に出て二、三の受け答えをし,つつ,、この人に看てもらうのだなという感じを持った。
exclude_iru_aru_oku,25_whitepaper_R1_gaiko_10,人道支援と開発協力の連携を強化しつつ、平和構築、難民等の支援、テロ・暴力的過激主義対策等の協力を通じ、国際社会の平和と安定の実現に積極的に貢献する。,つつ,1,同時進行,1,同時進行,True,人道支援と開発協力の連携を強化し,つつ,、平和構築、難民等の支援、テロ・暴力的過激主義対策等の協力を通じ、国際社会の平和と安定の実現に積極的に貢献する。
exclude_iru_aru_oku,479_textbook_djg_intermediate;page_543,彼女は夫の無罪を信じつつ息を引き取った。,つつ,1,同時進行,1,同時進行,True,彼女は夫の無罪を信じ,つつ,息を引き取った。
exclude_iru_aru_oku,6_book_excerpt-26,やれやれどうしよう、と思いながらも居心地の良いバラナシを去る気にもなれず、汽車の切符を買う大変さを考えてはやはり腰が上がらず、あと二、三日と思いつつずるずると居着いてしまってたのだ。,つつ,0,逆接・譲歩,0,逆接・譲歩,True,やれやれどうしよう、と思いながらも居心地の良いバラナシを去る気にもなれず、汽車の切符を買う大変さを考えてはやはり腰が上がらず、あと二、三日と思い,つつ,ずるずると居着いてしまっていたのだ。
exclude_iru_aru_oku,516_essay_Hepburn_no_shoogai_to_nihongo2,Ｗ・Ｅ・グリフィスは、任期満了で帰国して以来、「Hepburn_of_Japan」を執筆しつつ、ニューヨークやフィラデルフィアから、ヘボンにも、その弟スレーターにも、質問を寄せ続け、しきりに「ヘボンをめぐる人々」と文通してた。,つつ,1,同時進行,1,同時進行,True,Ｗ・Ｅ・グリフィスは、任期満了で帰国して以来、「Hepburn_of_Japan」を執筆し,つつ,、ニューヨークやフィラデルフィアから、ヘボンにも、その弟スレーターにも、質問を寄せ続け、しきりに「ヘボンをめぐる人々」と文通していた。
exclude_iru_aru_oku,90_fiction_sakurasakuanobashode,修一は、出来るだけ元気な声を出しながら玄関に入った。,ながら,1,同時進行,1,同時進行,True,修一は、出来るだけ元気な声を出し,ながら,玄関に入った。
exclude_iru_aru_oku,507_aozora_Hori-1969,私はちょっと意外な問いに戸惑いしながら、お前の方へ徐かに目をもっていった。,ながら,1,同時進行,1,同時進行,True,私はちょっと意外な問いに戸惑いし,ながら,、お前の方へ徐かに目をもっていった。
exclude_iru_aru_oku,224_aozora_Akutagawa-1921,が、忽ち勇気をとり直すと、片手にナイフを握りながら、片手に妙子の襟髪を掴んで、ずるずる手もとへ引き寄せました。,ながら,1,同時進行,1,同時進行,True,が、忽ち勇気をとり直すと、片手にナイフを握り,ながら,、片手に妙子の襟髪を掴んで、ずるずる手もとへ引き寄せました。
exclude_iru_aru_oku,121_aozora_Akutagawa-1921,遠藤はとうとうたまり兼ねて、火花の旋風に追われながら、転げるように外へ逃げ出しました。,ながら,1,同時進行,1,同時進行,True,遠藤はとうとうたまり兼ねて、火花の旋風に追われ,ながら,、転げるように外へ逃げ出しました。
exclude_iru_aru_oku,91_aozora_Andersen-1967-1,「いいかい、世の中って、こんなものなんだよ」と、アヒルの子供たちのおかあさんは、言いながら、自分も、くちばしをピチャピチャやりました。,ながら,1,同時進行,1,同時進行,True,「いいかい、世の中って、こんなものなんだよ」と、アヒルの子供たちのおかあさんは、言い,ながら,、自分も、くちばしをピチャピチャやりました。
exclude_iru_aru_oku,762_aozora_Oda-1976-3,そして、おなかの子に障ることを忘れて、傘も持たず、びしょ濡れの体をなお雨の鞭に任せながら、うらぶれて歩いてそんな芳子の姿を、グッドモーニングの銀ちゃんは人力車の上から見た途端、はっと胸を突かれて、同じ人力車に相乗りして坂野の手前がもしなかったとすれば、呼びとめたい程のなつかしさにしびれ、もはや芳子のあわれさは、芳子が持ってどんな女のいやらしさも、銀ちゃんの心から消してしまってた。,ながら,1,同時進行,1,同時進行,True,そして、おなかの子に障ることを忘れて、傘も持たず、びしょ濡れの体をなお雨の鞭に任せ,ながら,、うらぶれて歩いているそんな芳子の姿を、グッドモーニングの銀ちゃんは人力車の上から見た途端、はっと胸を突かれて、同じ人力車に相乗りしている坂野の手前がもしなかったとすれば、呼びとめたい程のなつかしさにしびれ、もはや芳子のあわれさは、芳子が持っているどんな女のいやらしさも、銀ちゃんの心から消してしまっていた。
exclude_iru_aru_oku,767_whitepaper_R1_gaiko_2,11月の日・ASEAN首脳会議では、安倍総理大臣から、2013年に約束した「5年で2兆円の対ASEAN支援」を上回る支援を実施したことに言及しつつ、今後もASEANの一体性と中心性を尊重しながら、民間投資を後押しし、国際スタンダードにのっとった質の高いインフラを推進すると発言した。,ながら,1,同時進行,1,同時進行,True,11月の日・ASEAN首脳会議では、安倍総理大臣から、2013年に約束した「5年で2兆円の対ASEAN支援」を上回る支援を実施したことに言及しつつ、今後もASEANの一体性と中心性を尊重し,ながら,、民間投資を後押しし、国際スタンダードにのっとった質の高いインフラを推進すると発言した。
exclude_iru_aru_oku,68_aozora_Kobayashi-1929,その横に仰向けにひっくり返って、林檎を食いながら、表紙のボロボロした講談雑誌を見てのがた。,ながら,1,同時進行,1,同時進行,True,その横に仰向けにひっくり返って、林檎を食い,ながら,、表紙のボロボロした講談雑誌を見ているのがいた。
exclude_iru_aru_oku,150_aozora_Oda-1976-3,「芳ッちゃん、芳ッちゃんって、お安くいわないでよ」と、いわれながら、京吉はしかし、ねえ、たのむよ、と、だんだん甘えるような哀願的な声になってた。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,「芳ッちゃん、芳ッちゃんって、お安くいわないでよ」と、いわれ,ながら,、京吉はしかし、ねえ、たのむよ、と、だんだん甘えるような哀願的な声になっていた。
exclude_iru_aru_oku,750_aozora_Oda-1976-1,そして男を利用しながら、男を敵と考えて来た。,ながら,0,逆接・譲歩,1,同時進行,False,そして男を利用し,ながら,、男を敵と考えて来た。
exclude_iru_aru_oku,38_aozora_Kaneko-1984,そうしたとき母は従順に父の衣類を壁の釘にかけたりなんかしてたが、袂の中からお菓子の空袋や蜜柑の皮などを取出して、恨めしそうに眺めながらいうのだった。,ながら,1,同時進行,1,同時進行,True,そうしたとき母は従順に父の衣類を壁の釘にかけたりなんかしていたが、袂の中からお菓子の空袋や蜜柑の皮などを取出して、恨めしそうに眺め,ながら,いうのだった。
exclude_iru_aru_oku,403_fiction_sakurasakuanobashode,修一は春の桜の匂いが混じった風を感じながらつぶやいた。,ながら,1,同時進行,1,同時進行,True,修一は春の桜の匂いが混じった風を感じ,ながら,つぶやいた。
exclude_iru_aru_oku,77_aozora_Akutagawa-1922,トロッコは三人が乗り移ると同時に、蜜柑畑の匂（におい）を煽（あお）りながら、ひた辷（すべ）りに線路を走り出した。,ながら,1,同時進行,1,同時進行,True,トロッコは三人が乗り移ると同時に、蜜柑畑の匂（におい）を煽（あお）り,ながら,、ひた辷（すべ）りに線路を走り出した。
exclude_iru_aru_oku,180_aozora_Yamakawa-1962-1,遠くなったその葬列との距離を縮めようというのか、子供たちは芋畑の中におどりこむと、歓声をあげながら駈けはじめた。,ながら,1,同時進行,1,同時進行,True,遠くなったその葬列との距離を縮めようというのか、子供たちは芋畑の中におどりこむと、歓声をあげ,ながら,駈けはじめた。
exclude_iru_aru_oku,357_whitepaper_H28_kotsuanzen1,児童が遊びながら交通知識等を体得できるような各種の施設を設置した交通公園は，全国で開設されて，一般の利用に供されて。,ながら,1,同時進行,1,同時進行,True,児童が遊び,ながら,交通知識等を体得できるような各種の施設を設置した交通公園は，全国で開設されており，一般の利用に供されている。
exclude_iru_aru_oku,66_whitepaper_H28_shinrinringyo2,これらの計画では、「全国森林計画」に即しつつ、地域の特性を踏まえながら、森林の整備及び保全の目標並びに森林の区域（ゾーニング）及び伐採等の施業方法の考え方を提示して。,ながら,1,同時進行,1,同時進行,True,これらの計画では、「全国森林計画」に即しつつ、地域の特性を踏まえ,ながら,、森林の整備及び保全の目標並びに森林の区域（ゾーニング）及び伐採等の施業方法の考え方を提示している。
exclude_iru_aru_oku,370_textbook_djg_advanced;page_426,外国にながらにして日本からの生のテレビ放送が見られるようになった。,ながら,4,その他,0,逆接・譲歩,False,外国に居,ながら,にして日本からの生のテレビ放送が見られるようになった。
exclude_iru_aru_oku,112_aozora_Kaneko-1984,叔母はそのうちの一つの櫛を取って見まわしながらいった。,ながら,1,同時進行,1,同時進行,True,叔母はそのうちの一つの櫛を取って見まわし,ながら,いった。
exclude_iru_aru_oku,184_aozora_Miyazawa-1934,一郎が箒をもちながら先生にききました。,ながら,1,同時進行,1,同時進行,True,一郎が箒をもち,ながら,先生にききました。
exclude_iru_aru_oku,507_aozora_Koyama-1955-1,仔どもがそろって互いにもぐりっこをしながら、メリーの乳房にとりついてところは、なんとも云えず可愛い。,ながら,1,同時進行,1,同時進行,True,仔どもがそろって互いにもぐりっこをし,ながら,、メリーの乳房にとりついているところは、なんとも云えず可愛い。
exclude_iru_aru_oku,7_essay_tosanikki_20190406,私たちは地球の自転・公転運動によってらせんを描きながら太陽のまわりを疾走してことになります。,ながら,1,同時進行,1,同時進行,True,私たちは地球の自転・公転運動によってらせんを描き,ながら,太陽のまわりを疾走していることになります。
exclude_iru_aru_oku,276_fiction_mirai_e_no_okurimono,俊也は彼女の名を叫びながら、警備員の目の前を通過しようとした。,ながら,1,同時進行,1,同時進行,True,俊也は彼女の名を叫び,ながら,、警備員の目の前を通過しようとした。
exclude_iru_aru_oku,26_aozora_Oda-1976-3,だから、Ｄ堂の主人にからかわれながら、いつまでも待ってた。,ながら,0,逆接・譲歩,1,同時進行,False,だから、Ｄ堂の主人にからかわれ,ながら,、いつまでも待っていた。
exclude_iru_aru_oku,99_fiction_kanojotachino_Christmas,父が僅《わずか》かながら生活費を送ってくれた。,ながら,4,その他,4,その他,True,父が僅《わずか》か,ながら,生活費を送ってくれた。
exclude_iru_aru_oku,368_aozora_Hori-1969,少なくともこのときお前はお前自身のことよりか私のことを、――それから私が打ちのめされながらじっとそれを耐えて、見るにも見かねるような様子を半ば気づかいながら、半ば苦々しく思いながら一人で想像してたろうことは考えられる。,ながら,1,同時進行,0,逆接・譲歩,False,少なくともこのときお前はお前自身のことよりか私のことを、――それから私が打ちのめされながらじっとそれを耐えている、見るにも見かねるような様子を半ば気づかい,ながら,、半ば苦々しく思いながら一人で想像していたろうことは考えられる。
exclude_iru_aru_oku,389_whitepaper_R1_gaiko_11,2018年4月に開催された日本での会議は、日本政府、経済団体、関連企業等多方面から支援を得ながら11年ぶりに東京で開催され、200人以上の方々が出席しました。,ながら,1,同時進行,1,同時進行,True,2018年4月に開催された日本での会議は、日本政府、経済団体、関連企業等多方面から支援を得,ながら,11年ぶりに東京で開催され、200人以上の方々が出席しました。
exclude_iru_aru_oku,616_aozora_Natsume-1908,豚はぐうと云いながら、ころりと引っ繰り返って、絶壁の下へ落ちて行った。,ながら,1,同時進行,1,同時進行,True,豚はぐうと云い,ながら,、ころりと引っ繰り返って、絶壁の下へ落ちて行った。
exclude_iru_aru_oku,798_aozora_Oda-1976-2,電話が掛かることを承知してながら、わざと「女の子」と出てしまうなんて、ばかにされたような気がした。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,電話が掛かることを承知してい,ながら,、わざと「女の子」と出てしまうなんて、ばかにされたような気がした。
exclude_iru_aru_oku,826_fiction_onna_to_senso,生きのびた人々は飢えに苦しんで草をたべ、馬の足跡にたまった泥水をのみ、やぶ蚊や虱に悩まされ、襲撃につぐ襲撃におびえながら終戦を知らずに逃避行を続けた。,ながら,1,同時進行,1,同時進行,True,生きのびた人々は飢えに苦しんで草をたべ、馬の足跡にたまった泥水をのみ、やぶ蚊や虱に悩まされ、襲撃につぐ襲撃におびえ,ながら,終戦を知らずに逃避行を続けた。
exclude_iru_aru_oku,11_aozora_Hayakawa-1983,登ることに決めてながら寝坊をした惰性が、そのまま動作を鈍くしてた。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,登ることに決めてあり,ながら,寝坊をした惰性が、そのまま動作を鈍くしていた。
exclude_iru_aru_oku,773_fiction_onna_to_senso,石光真清の記録『昿野の花』などによると、彼女たちは故国から棄てられた形で暮らしながら日本の軍事探偵に協力し、彼女たちのもたらした情報は日露戦争に役立ったといわれる。,ながら,0,逆接・譲歩,1,同時進行,False,石光真清の記録『昿野の花』などによると、彼女たちは故国から棄てられた形で暮らし,ながら,日本の軍事探偵に協力し、彼女たちのもたらした情報は日露戦争に役立ったといわれる。
exclude_iru_aru_oku,225_fiction_automatic-1,それを漠然と思い出しながら、朝田ハルキは声を張り上げた。,ながら,1,同時進行,1,同時進行,True,それを漠然と思い出し,ながら,、朝田ハルキは声を張り上げた。
